"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2023 12:15 - 05.01.2023 12:30","68563","64970"
"05.01.2023 12:30 - 05.01.2023 12:45","68723","64870"
"05.01.2023 12:45 - 05.01.2023 13:00","68642","64646"
"05.01.2023 13:00 - 05.01.2023 13:15","68401","64057"
"05.01.2023 13:15 - 05.01.2023 13:30","67944","63497"
"05.01.2023 13:30 - 05.01.2023 13:45","67530","62811"
"05.01.2023 13:45 - 05.01.2023 14:00","66891","62003"
"05.01.2023 14:00 - 05.01.2023 14:15","66757","61579"
"05.01.2023 14:15 - 05.01.2023 14:30","66644","61610"
"05.01.2023 14:30 - 05.01.2023 14:45","66407","61605"
"05.01.2023 14:45 - 05.01.2023 15:00","66067","61350"
"05.01.2023 15:00 - 05.01.2023 15:15","65985","61257"
"05.01.2023 15:15 - 05.01.2023 15:30","65929","60609"
"05.01.2023 15:30 - 05.01.2023 15:45","65735","60260"
"05.01.2023 15:45 - 05.01.2023 16:00","65607","59955"
"05.01.2023 16:00 - 05.01.2023 16:15","65825","60139"
"05.01.2023 16:15 - 05.01.2023 16:30","65752","60389"
"05.01.2023 16:30 - 05.01.2023 16:45","66307","60907"
"05.01.2023 16:45 - 05.01.2023 17:00","66912","61455"
"05.01.2023 17:00 - 05.01.2023 17:15","67495","62278"
"05.01.2023 17:15 - 05.01.2023 17:30","67808","62935"
"05.01.2023 17:30 - 05.01.2023 17:45","68132","63160"
"05.01.2023 17:45 - 05.01.2023 18:00","68256","63299"
"05.01.2023 18:00 - 05.01.2023 18:15","67959","63066"
"05.01.2023 18:15 - 05.01.2023 18:30","68082","62742"
"05.01.2023 18:30 - 05.01.2023 18:45","68162","62463"
"05.01.2023 18:45 - 05.01.2023 19:00","67810","62165"
"05.01.2023 19:00 - 05.01.2023 19:15","67406","61431"
"05.01.2023 19:15 - 05.01.2023 19:30","66831","60726"
"05.01.2023 19:30 - 05.01.2023 19:45","66097","60042"
"05.01.2023 19:45 - 05.01.2023 20:00","65581","59278"
"05.01.2023 20:00 - 05.01.2023 20:15","64309","58464"
"05.01.2023 20:15 - 05.01.2023 20:30","63400","57629"
"05.01.2023 20:30 - 05.01.2023 20:45","62430","56485"
"05.01.2023 20:45 - 05.01.2023 21:00","61607","55538"
"05.01.2023 21:00 - 05.01.2023 21:15","60965","54572"
"05.01.2023 21:15 - 05.01.2023 21:30","60300","53701"
"05.01.2023 21:30 - 05.01.2023 21:45","59653","52969"
"05.01.2023 21:45 - 05.01.2023 22:00","59022","52074"
"05.01.2023 22:00 - 05.01.2023 22:15","58516","51716"
"05.01.2023 22:15 - 05.01.2023 22:30","57977","50950"
"05.01.2023 22:30 - 05.01.2023 22:45","56936","50136"
"05.01.2023 22:45 - 05.01.2023 23:00","56089","49194"
"05.01.2023 23:00 - 05.01.2023 23:15","54987","47876"
"05.01.2023 23:15 - 05.01.2023 23:30","54136","47215"
"05.01.2023 23:30 - 05.01.2023 23:45","53189","46917"
"05.01.2023 23:45 - 06.01.2023 00:00","52483","46311"
"06.01.2023 00:00 - 06.01.2023 00:15","52108","45349"
"06.01.2023 00:15 - 06.01.2023 00:30","51527","44704"
"06.01.2023 00:30 - 06.01.2023 00:45","50914","44040"
"06.01.2023 00:45 - 06.01.2023 01:00","50457","43597"
"06.01.2023 01:00 - 06.01.2023 01:15","49981","42755"
"06.01.2023 01:15 - 06.01.2023 01:30","49651","42433"
"06.01.2023 01:30 - 06.01.2023 01:45","49269","42538"
"06.01.2023 01:45 - 06.01.2023 02:00","49069","42415"
"06.01.2023 02:00 - 06.01.2023 02:15","48794","42139"
"06.01.2023 02:15 - 06.01.2023 02:30","48731","41946"
"06.01.2023 02:30 - 06.01.2023 02:45","48393","42011"
"06.01.2023 02:45 - 06.01.2023 03:00","48550","41938"
"06.01.2023 03:00 - 06.01.2023 03:15","48497","42255"
"06.01.2023 03:15 - 06.01.2023 03:30","48659","42611"
"06.01.2023 03:30 - 06.01.2023 03:45","48763","42932"
"06.01.2023 03:45 - 06.01.2023 04:00","48751","43069"
"06.01.2023 04:00 - 06.01.2023 04:15","49034","43494"
"06.01.2023 04:15 - 06.01.2023 04:30","49128","43917"
"06.01.2023 04:30 - 06.01.2023 04:45","49480","44379"
"06.01.2023 04:45 - 06.01.2023 05:00","49701","44748"
"06.01.2023 05:00 - 06.01.2023 05:15","50453","45698"
"06.01.2023 05:15 - 06.01.2023 05:30","50786","45981"
"06.01.2023 05:30 - 06.01.2023 05:45","51462","46442"
"06.01.2023 05:45 - 06.01.2023 06:00","52331","47372"
"06.01.2023 06:00 - 06.01.2023 06:15","53753","48922"
"06.01.2023 06:15 - 06.01.2023 06:30","54868","50357"
"06.01.2023 06:30 - 06.01.2023 06:45","56129","50796"
"06.01.2023 06:45 - 06.01.2023 07:00","56994","51835"
"06.01.2023 07:00 - 06.01.2023 07:15","58490","53052"
"06.01.2023 07:15 - 06.01.2023 07:30","59301","53993"
"06.01.2023 07:30 - 06.01.2023 07:45","60051","54752"
"06.01.2023 07:45 - 06.01.2023 08:00","60660","55592"
"06.01.2023 08:00 - 06.01.2023 08:15","61244","56334"
"06.01.2023 08:15 - 06.01.2023 08:30","61506","56900"
"06.01.2023 08:30 - 06.01.2023 08:45","61738","57333"
"06.01.2023 08:45 - 06.01.2023 09:00","62045","57849"
"06.01.2023 09:00 - 06.01.2023 09:15","62131","58427"
"06.01.2023 09:15 - 06.01.2023 09:30","62444","58539"
"06.01.2023 09:30 - 06.01.2023 09:45","63082","58918"
"06.01.2023 09:45 - 06.01.2023 10:00","63367","59361"
"06.01.2023 10:00 - 06.01.2023 10:15","63370","59950"
"06.01.2023 10:15 - 06.01.2023 10:30","63616","60567"
"06.01.2023 10:30 - 06.01.2023 10:45","64038","60909"
"06.01.2023 10:45 - 06.01.2023 11:00","64232","61012"
"06.01.2023 11:00 - 06.01.2023 11:15","64293","61750"
"06.01.2023 11:15 - 06.01.2023 11:30","64787","62036"
"06.01.2023 11:30 - 06.01.2023 11:45","65532","62069"
"06.01.2023 11:45 - 06.01.2023 12:00","65293","61950"
"06.01.2023 12:00 - 06.01.2023 12:15","65157","62207"
"06.01.2023 12:15 - 06.01.2023 12:30","65007","62003"
"06.01.2023 12:30 - 06.01.2023 12:45","64881","61913"
"06.01.2023 12:45 - 06.01.2023 13:00","64543","61234"
"06.01.2023 13:00 - 06.01.2023 13:15","64438","60949"
"06.01.2023 13:15 - 06.01.2023 13:30","63928","60513"
"06.01.2023 13:30 - 06.01.2023 13:45","63551","60015"
"06.01.2023 13:45 - 06.01.2023 14:00","62948","59283"
"06.01.2023 14:00 - 06.01.2023 14:15","62734","59379"
"06.01.2023 14:15 - 06.01.2023 14:30","62441","59171"
"06.01.2023 14:30 - 06.01.2023 14:45","62066","58972"
"06.01.2023 14:45 - 06.01.2023 15:00","61892","58680"
"06.01.2023 15:00 - 06.01.2023 15:15","62048","58327"
"06.01.2023 15:15 - 06.01.2023 15:30","61933","57995"
"06.01.2023 15:30 - 06.01.2023 15:45","61900","57844"
"06.01.2023 15:45 - 06.01.2023 16:00","61985","57712"
"06.01.2023 16:00 - 06.01.2023 16:15","62151","58169"
"06.01.2023 16:15 - 06.01.2023 16:30","62363","58381"
"06.01.2023 16:30 - 06.01.2023 16:45","63060","58704"
"06.01.2023 16:45 - 06.01.2023 17:00","64067","59069"
"06.01.2023 17:00 - 06.01.2023 17:15","65078","59962"
"06.01.2023 17:15 - 06.01.2023 17:30","65577","60453"
"06.01.2023 17:30 - 06.01.2023 17:45","65906","60910"
"06.01.2023 17:45 - 06.01.2023 18:00","66048","60845"
"06.01.2023 18:00 - 06.01.2023 18:15","65590","61530"
"06.01.2023 18:15 - 06.01.2023 18:30","65358","61273"
"06.01.2023 18:30 - 06.01.2023 18:45","65220","61260"
"06.01.2023 18:45 - 06.01.2023 19:00","64835","60578"
"06.01.2023 19:00 - 06.01.2023 19:15","64203","60002"
"06.01.2023 19:15 - 06.01.2023 19:30","63650","59102"
"06.01.2023 19:30 - 06.01.2023 19:45","63136","58387"
"06.01.2023 19:45 - 06.01.2023 20:00","62423","57405"
"06.01.2023 20:00 - 06.01.2023 20:15","61537","56352"
"06.01.2023 20:15 - 06.01.2023 20:30","60802","55603"
"06.01.2023 20:30 - 06.01.2023 20:45","60106","54948"
"06.01.2023 20:45 - 06.01.2023 21:00","59203","54290"
"06.01.2023 21:00 - 06.01.2023 21:15","58764","53928"
"06.01.2023 21:15 - 06.01.2023 21:30","58044","53280"
"06.01.2023 21:30 - 06.01.2023 21:45","57322","52948"
"06.01.2023 21:45 - 06.01.2023 22:00","56461","51615"
"06.01.2023 22:00 - 06.01.2023 22:15","56430","51805"
"06.01.2023 22:15 - 06.01.2023 22:30","55983","50926"
"06.01.2023 22:30 - 06.01.2023 22:45","55109","50263"
"06.01.2023 22:45 - 06.01.2023 23:00","54385","49588"
"06.01.2023 23:00 - 06.01.2023 23:15","53598","48512"
"06.01.2023 23:15 - 06.01.2023 23:30","53155","47595"
"06.01.2023 23:30 - 06.01.2023 23:45","52488","46634"
"06.01.2023 23:45 - 07.01.2023 00:00","51773","45711"
"07.01.2023 00:00 - 07.01.2023 00:15","49573","44728"
"07.01.2023 00:15 - 07.01.2023 00:30","49082","43926"
"07.01.2023 00:30 - 07.01.2023 00:45","48505","43276"
"07.01.2023 00:45 - 07.01.2023 01:00","48019","42706"
"07.01.2023 01:00 - 07.01.2023 01:15","47694","41965"
"07.01.2023 01:15 - 07.01.2023 01:30","47242","41960"
"07.01.2023 01:30 - 07.01.2023 01:45","46844","41447"
"07.01.2023 01:45 - 07.01.2023 02:00","46554","41103"
"07.01.2023 02:00 - 07.01.2023 02:15","46195","40781"
"07.01.2023 02:15 - 07.01.2023 02:30","45993","40575"
"07.01.2023 02:30 - 07.01.2023 02:45","45652","40430"
"07.01.2023 02:45 - 07.01.2023 03:00","45579","40542"
"07.01.2023 03:00 - 07.01.2023 03:15","45396","40284"
"07.01.2023 03:15 - 07.01.2023 03:30","45358","40251"
"07.01.2023 03:30 - 07.01.2023 03:45","45510","40185"
"07.01.2023 03:45 - 07.01.2023 04:00","45481","40047"
"07.01.2023 04:00 - 07.01.2023 04:15","45670","40190"
"07.01.2023 04:15 - 07.01.2023 04:30","45684","40492"
"07.01.2023 04:30 - 07.01.2023 04:45","45686","40675"
"07.01.2023 04:45 - 07.01.2023 05:00","45774","40782"
"07.01.2023 05:00 - 07.01.2023 05:15","45972","41206"
"07.01.2023 05:15 - 07.01.2023 05:30","45781","41218"
"07.01.2023 05:30 - 07.01.2023 05:45","45801","41342"
"07.01.2023 05:45 - 07.01.2023 06:00","46104","41531"
"07.01.2023 06:00 - 07.01.2023 06:15","46377","41829"
"07.01.2023 06:15 - 07.01.2023 06:30","46814","41876"
"07.01.2023 06:30 - 07.01.2023 06:45","47330","42189"
"07.01.2023 06:45 - 07.01.2023 07:00","47987","42740"
"07.01.2023 07:00 - 07.01.2023 07:15","48915","43877"
"07.01.2023 07:15 - 07.01.2023 07:30","49696","44578"
"07.01.2023 07:30 - 07.01.2023 07:45","50511","45305"
"07.01.2023 07:45 - 07.01.2023 08:00","51306","46082"
"07.01.2023 08:00 - 07.01.2023 08:15","52492","46739"
"07.01.2023 08:15 - 07.01.2023 08:30","53234","47566"
"07.01.2023 08:30 - 07.01.2023 08:45","53968","48207"
"07.01.2023 08:45 - 07.01.2023 09:00","54651","48892"
"07.01.2023 09:00 - 07.01.2023 09:15","55591","49861"
"07.01.2023 09:15 - 07.01.2023 09:30","56198","50581"
"07.01.2023 09:30 - 07.01.2023 09:45","56760","50986"
"07.01.2023 09:45 - 07.01.2023 10:00","57108","51518"
"07.01.2023 10:00 - 07.01.2023 10:15","57545","52178"
"07.01.2023 10:15 - 07.01.2023 10:30","57861","52285"
"07.01.2023 10:30 - 07.01.2023 10:45","57992","52471"
"07.01.2023 10:45 - 07.01.2023 11:00","58111","52817"
"07.01.2023 11:00 - 07.01.2023 11:15","58392","53566"
"07.01.2023 11:15 - 07.01.2023 11:30","58701","54231"
"07.01.2023 11:30 - 07.01.2023 11:45","58967","54487"
"07.01.2023 11:45 - 07.01.2023 12:00","58723","54456"
"07.01.2023 12:00 - 07.01.2023 12:15","58640","54453"
"07.01.2023 12:15 - 07.01.2023 12:30","58438","54148"
"07.01.2023 12:30 - 07.01.2023 12:45","58152","54481"
"07.01.2023 12:45 - 07.01.2023 13:00","57684","53898"
"07.01.2023 13:00 - 07.01.2023 13:15","57475","53818"
"07.01.2023 13:15 - 07.01.2023 13:30","57057","53289"
"07.01.2023 13:30 - 07.01.2023 13:45","56713","52815"
"07.01.2023 13:45 - 07.01.2023 14:00","56506","51454"
"07.01.2023 14:00 - 07.01.2023 14:15","56363","50754"
"07.01.2023 14:15 - 07.01.2023 14:30","56117","50935"
"07.01.2023 14:30 - 07.01.2023 14:45","55892","50733"
"07.01.2023 14:45 - 07.01.2023 15:00","55916","50771"
"07.01.2023 15:00 - 07.01.2023 15:15","56006","51027"
"07.01.2023 15:15 - 07.01.2023 15:30","55914","50948"
"07.01.2023 15:30 - 07.01.2023 15:45","55939","51291"
"07.01.2023 15:45 - 07.01.2023 16:00","56195","51397"
"07.01.2023 16:00 - 07.01.2023 16:15","56578","51889"
"07.01.2023 16:15 - 07.01.2023 16:30","56768","52101"
"07.01.2023 16:30 - 07.01.2023 16:45","57355","52968"
"07.01.2023 16:45 - 07.01.2023 17:00","58091","53694"
"07.01.2023 17:00 - 07.01.2023 17:15","58806","55269"
"07.01.2023 17:15 - 07.01.2023 17:30","59256","55572"
"07.01.2023 17:30 - 07.01.2023 17:45","59742","56271"
"07.01.2023 17:45 - 07.01.2023 18:00","60034","56577"
"07.01.2023 18:00 - 07.01.2023 18:15","60069","56941"
"07.01.2023 18:15 - 07.01.2023 18:30","60077","56709"
"07.01.2023 18:30 - 07.01.2023 18:45","59921","56769"
"07.01.2023 18:45 - 07.01.2023 19:00","59627","56284"
"07.01.2023 19:00 - 07.01.2023 19:15","59235","55634"
"07.01.2023 19:15 - 07.01.2023 19:30","58820","55304"
"07.01.2023 19:30 - 07.01.2023 19:45","58284","55007"
"07.01.2023 19:45 - 07.01.2023 20:00","57761","54402"
"07.01.2023 20:00 - 07.01.2023 20:15","56959","53343"
"07.01.2023 20:15 - 07.01.2023 20:30","56071","52669"
"07.01.2023 20:30 - 07.01.2023 20:45","55214","51864"
"07.01.2023 20:45 - 07.01.2023 21:00","54574","51170"
"07.01.2023 21:00 - 07.01.2023 21:15","54089","50657"
"07.01.2023 21:15 - 07.01.2023 21:30","53596","50090"
"07.01.2023 21:30 - 07.01.2023 21:45","53099","49720"
"07.01.2023 21:45 - 07.01.2023 22:00","52781","49478"
"07.01.2023 22:00 - 07.01.2023 22:15","52777","49477"
"07.01.2023 22:15 - 07.01.2023 22:30","52400","48784"
"07.01.2023 22:30 - 07.01.2023 22:45","51883","47958"
"07.01.2023 22:45 - 07.01.2023 23:00","51276","47256"
"07.01.2023 23:00 - 07.01.2023 23:15","50581","46416"
"07.01.2023 23:15 - 07.01.2023 23:30","50101","45478"
"07.01.2023 23:30 - 07.01.2023 23:45","49473","44731"
"07.01.2023 23:45 - 08.01.2023 00:00","48803","44243"
"08.01.2023 00:00 - 08.01.2023 00:15","46487","43548"
"08.01.2023 00:15 - 08.01.2023 00:30","46243","43123"
"08.01.2023 00:30 - 08.01.2023 00:45","46239","42778"
"08.01.2023 00:45 - 08.01.2023 01:00","44973","42304"
"08.01.2023 01:00 - 08.01.2023 01:15","45609","41766"
"08.01.2023 01:15 - 08.01.2023 01:30","45596","41154"
"08.01.2023 01:30 - 08.01.2023 01:45","44437","40923"
"08.01.2023 01:45 - 08.01.2023 02:00","44407","40639"
"08.01.2023 02:00 - 08.01.2023 02:15","44038","40440"
"08.01.2023 02:15 - 08.01.2023 02:30","44803","40179"
"08.01.2023 02:30 - 08.01.2023 02:45","43487","40106"
"08.01.2023 02:45 - 08.01.2023 03:00","44169","40194"
"08.01.2023 03:00 - 08.01.2023 03:15","43161","40398"
"08.01.2023 03:15 - 08.01.2023 03:30","42900","40457"
"08.01.2023 03:30 - 08.01.2023 03:45","42893","40402"
"08.01.2023 03:45 - 08.01.2023 04:00","42868","40566"
"08.01.2023 04:00 - 08.01.2023 04:15","43738","40449"
"08.01.2023 04:15 - 08.01.2023 04:30","43375","40335"
"08.01.2023 04:30 - 08.01.2023 04:45","43191","40599"
"08.01.2023 04:45 - 08.01.2023 05:00","43226","40784"
"08.01.2023 05:00 - 08.01.2023 05:15","43433","40518"
"08.01.2023 05:15 - 08.01.2023 05:30","43291","40490"
"08.01.2023 05:30 - 08.01.2023 05:45","43082","40353"
"08.01.2023 05:45 - 08.01.2023 06:00","43119","40323"
"08.01.2023 06:00 - 08.01.2023 06:15","42857","40105"
"08.01.2023 06:15 - 08.01.2023 06:30","43103","40080"
"08.01.2023 06:30 - 08.01.2023 06:45","43368","40489"
"08.01.2023 06:45 - 08.01.2023 07:00","43696","40648"
"08.01.2023 07:00 - 08.01.2023 07:15","44473","40781"
"08.01.2023 07:15 - 08.01.2023 07:30","44954","41233"
"08.01.2023 07:30 - 08.01.2023 07:45","45682","41728"
"08.01.2023 07:45 - 08.01.2023 08:00","46296","42149"
"08.01.2023 08:00 - 08.01.2023 08:15","47067","42964"
"08.01.2023 08:15 - 08.01.2023 08:30","47444","43755"
"08.01.2023 08:30 - 08.01.2023 08:45","48011","44477"
"08.01.2023 08:45 - 08.01.2023 09:00","48503","45405"
"08.01.2023 09:00 - 08.01.2023 09:15","49431","46491"
"08.01.2023 09:15 - 08.01.2023 09:30","49951","47235"
"08.01.2023 09:30 - 08.01.2023 09:45","50349","48063"
"08.01.2023 09:45 - 08.01.2023 10:00","50858","48621"
"08.01.2023 10:00 - 08.01.2023 10:15","51559","49111"
"08.01.2023 10:15 - 08.01.2023 10:30","52174","49679"
"08.01.2023 10:30 - 08.01.2023 10:45","52643","50175"
"08.01.2023 10:45 - 08.01.2023 11:00","52877","50879"
"08.01.2023 11:00 - 08.01.2023 11:15","53676","51906"
"08.01.2023 11:15 - 08.01.2023 11:30","54284","52416"
"08.01.2023 11:30 - 08.01.2023 11:45","54879","52915"
"08.01.2023 11:45 - 08.01.2023 12:00","54892","53005"
"08.01.2023 12:00 - 08.01.2023 12:15","54736","52635"
"08.01.2023 12:15 - 08.01.2023 12:30","54612","52380"
"08.01.2023 12:30 - 08.01.2023 12:45","54344","52356"
"08.01.2023 12:45 - 08.01.2023 13:00","54022","51872"
"08.01.2023 13:00 - 08.01.2023 13:15","54058","51639"
"08.01.2023 13:15 - 08.01.2023 13:30","53681","50850"
"08.01.2023 13:30 - 08.01.2023 13:45","53136","50649"
"08.01.2023 13:45 - 08.01.2023 14:00","52781","49861"
"08.01.2023 14:00 - 08.01.2023 14:15","52678","49560"
"08.01.2023 14:15 - 08.01.2023 14:30","52388","49213"
"08.01.2023 14:30 - 08.01.2023 14:45","52179","48920"
"08.01.2023 14:45 - 08.01.2023 15:00","52126","48817"
"08.01.2023 15:00 - 08.01.2023 15:15","52084","48666"
"08.01.2023 15:15 - 08.01.2023 15:30","51828","48716"
"08.01.2023 15:30 - 08.01.2023 15:45","51873","49013"
"08.01.2023 15:45 - 08.01.2023 16:00","52180","49309"
"08.01.2023 16:00 - 08.01.2023 16:15","52391","49595"
"08.01.2023 16:15 - 08.01.2023 16:30","52445","50197"
"08.01.2023 16:30 - 08.01.2023 16:45","53109","51241"
"08.01.2023 16:45 - 08.01.2023 17:00","53816","52161"
"08.01.2023 17:00 - 08.01.2023 17:15","54886","53524"
"08.01.2023 17:15 - 08.01.2023 17:30","55498","54388"
"08.01.2023 17:30 - 08.01.2023 17:45","56116","55010"
"08.01.2023 17:45 - 08.01.2023 18:00","56531","55748"
"08.01.2023 18:00 - 08.01.2023 18:15","56811","56260"
"08.01.2023 18:15 - 08.01.2023 18:30","56996","56089"
"08.01.2023 18:30 - 08.01.2023 18:45","56850","56020"
"08.01.2023 18:45 - 08.01.2023 19:00","56677","55563"
"08.01.2023 19:00 - 08.01.2023 19:15","56472","55070"
"08.01.2023 19:15 - 08.01.2023 19:30","56063","54666"
"08.01.2023 19:30 - 08.01.2023 19:45","55698","54191"
"08.01.2023 19:45 - 08.01.2023 20:00","55238","53670"
"08.01.2023 20:00 - 08.01.2023 20:15","54588","53142"
"08.01.2023 20:15 - 08.01.2023 20:30","54015","52294"
"08.01.2023 20:30 - 08.01.2023 20:45","53281","51679"
"08.01.2023 20:45 - 08.01.2023 21:00","52673","50799"
"08.01.2023 21:00 - 08.01.2023 21:15","52392","50244"
"08.01.2023 21:15 - 08.01.2023 21:30","51911","49730"
"08.01.2023 21:30 - 08.01.2023 21:45","51548","49530"
"08.01.2023 21:45 - 08.01.2023 22:00","51291","49231"
"08.01.2023 22:00 - 08.01.2023 22:15","51650","49380"
"08.01.2023 22:15 - 08.01.2023 22:30","51363","48878"
"08.01.2023 22:30 - 08.01.2023 22:45","50680","48205"
"08.01.2023 22:45 - 08.01.2023 23:00","50015","47277"
"08.01.2023 23:00 - 08.01.2023 23:15","49425","46593"
"08.01.2023 23:15 - 08.01.2023 23:30","48816","46064"
"08.01.2023 23:30 - 08.01.2023 23:45","48111","45146"
"08.01.2023 23:45 - 09.01.2023 00:00","47627","44661"
"09.01.2023 00:00 - 09.01.2023 00:15","47055","44250"
"09.01.2023 00:15 - 09.01.2023 00:30","46765","44115"
"09.01.2023 00:30 - 09.01.2023 00:45","46334","43672"
"09.01.2023 00:45 - 09.01.2023 01:00","45938","43593"
"09.01.2023 01:00 - 09.01.2023 01:15","45838","43396"
"09.01.2023 01:15 - 09.01.2023 01:30","45489","42891"
"09.01.2023 01:30 - 09.01.2023 01:45","45038","42591"
"09.01.2023 01:45 - 09.01.2023 02:00","44767","42527"
"09.01.2023 02:00 - 09.01.2023 02:15","44567","42570"
"09.01.2023 02:15 - 09.01.2023 02:30","44550","42390"
"09.01.2023 02:30 - 09.01.2023 02:45","44379","42573"
"09.01.2023 02:45 - 09.01.2023 03:00","44519","42710"
"09.01.2023 03:00 - 09.01.2023 03:15","44593","42627"
"09.01.2023 03:15 - 09.01.2023 03:30","44652","42650"
"09.01.2023 03:30 - 09.01.2023 03:45","44901","42737"
"09.01.2023 03:45 - 09.01.2023 04:00","45112","43280"
"09.01.2023 04:00 - 09.01.2023 04:15","46010","43801"
"09.01.2023 04:15 - 09.01.2023 04:30","46603","43941"
"09.01.2023 04:30 - 09.01.2023 04:45","47093","44337"
"09.01.2023 04:45 - 09.01.2023 05:00","47746","44782"
"09.01.2023 05:00 - 09.01.2023 05:15","48906","45900"
"09.01.2023 05:15 - 09.01.2023 05:30","49422","46653"
"09.01.2023 05:30 - 09.01.2023 05:45","50424","48042"
"09.01.2023 05:45 - 09.01.2023 06:00","51909","49951"
"09.01.2023 06:00 - 09.01.2023 06:15","54301","53666"
"09.01.2023 06:15 - 09.01.2023 06:30","56037","56038"
"09.01.2023 06:30 - 09.01.2023 06:45","57518","57417"
"09.01.2023 06:45 - 09.01.2023 07:00","58979","58922"
"09.01.2023 07:00 - 09.01.2023 07:15","60460","60742"
"09.01.2023 07:15 - 09.01.2023 07:30","61512","61672"
"09.01.2023 07:30 - 09.01.2023 07:45","62284","63233"
"09.01.2023 07:45 - 09.01.2023 08:00","63312","64522"
"09.01.2023 08:00 - 09.01.2023 08:15","64086","65468"
"09.01.2023 08:15 - 09.01.2023 08:30","64540","65958"
"09.01.2023 08:30 - 09.01.2023 08:45","64928","66515"
"09.01.2023 08:45 - 09.01.2023 09:00","65159","66780"
"09.01.2023 09:00 - 09.01.2023 09:15","65727","66469"
"09.01.2023 09:15 - 09.01.2023 09:30","66035","66646"
"09.01.2023 09:30 - 09.01.2023 09:45","66651","67084"
"09.01.2023 09:45 - 09.01.2023 10:00","66853","66847"
"09.01.2023 10:00 - 09.01.2023 10:15","67143","66835"
"09.01.2023 10:15 - 09.01.2023 10:30","67293","66853"
"09.01.2023 10:30 - 09.01.2023 10:45","67504","67014"
"09.01.2023 10:45 - 09.01.2023 11:00","67743","66956"
"09.01.2023 11:00 - 09.01.2023 11:15","68208","67158"
"09.01.2023 11:15 - 09.01.2023 11:30","68511","67598"
"09.01.2023 11:30 - 09.01.2023 11:45","68886","67748"
"09.01.2023 11:45 - 09.01.2023 12:00","68917","67521"
"09.01.2023 12:00 - 09.01.2023 12:15","68988","67283"
"09.01.2023 12:15 - 09.01.2023 12:30","68926","67083"
"09.01.2023 12:30 - 09.01.2023 12:45","68886","67015"
"09.01.2023 12:45 - 09.01.2023 13:00","68764","67210"
"09.01.2023 13:00 - 09.01.2023 13:15","68535","67436"
"09.01.2023 13:15 - 09.01.2023 13:30","68202","66947"
"09.01.2023 13:30 - 09.01.2023 13:45","67737","66555"
"09.01.2023 13:45 - 09.01.2023 14:00","67290","66019"
"09.01.2023 14:00 - 09.01.2023 14:15","66910","65678"
"09.01.2023 14:15 - 09.01.2023 14:30","66698","65584"
"09.01.2023 14:30 - 09.01.2023 14:45","66472","64657"
"09.01.2023 14:45 - 09.01.2023 15:00","66377","64337"
"09.01.2023 15:00 - 09.01.2023 15:15","66279","64434"
"09.01.2023 15:15 - 09.01.2023 15:30","65903","64092"
"09.01.2023 15:30 - 09.01.2023 15:45","65720","63449"
"09.01.2023 15:45 - 09.01.2023 16:00","65693","63045"
