"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2021 10:15 - 05.01.2021 10:30","61511","70459"
"05.01.2021 10:30 - 05.01.2021 10:45","61785","70683"
"05.01.2021 10:45 - 05.01.2021 11:00","62218","70988"
"05.01.2021 11:00 - 05.01.2021 11:15","62517","71365"
"05.01.2021 11:15 - 05.01.2021 11:30","62845","71920"
"05.01.2021 11:30 - 05.01.2021 11:45","62925","72418"
"05.01.2021 11:45 - 05.01.2021 12:00","63127","72586"
"05.01.2021 12:00 - 05.01.2021 12:15","63152","72557"
"05.01.2021 12:15 - 05.01.2021 12:30","63175","72442"
"05.01.2021 12:30 - 05.01.2021 12:45","62996","72450"
"05.01.2021 12:45 - 05.01.2021 13:00","63214","72138"
"05.01.2021 13:00 - 05.01.2021 13:15","62607","72094"
"05.01.2021 13:15 - 05.01.2021 13:30","62151","71774"
"05.01.2021 13:30 - 05.01.2021 13:45","61796","71293"
"05.01.2021 13:45 - 05.01.2021 14:00","60983","70637"
"05.01.2021 14:00 - 05.01.2021 14:15","60775","70777"
"05.01.2021 14:15 - 05.01.2021 14:30","60269","70604"
"05.01.2021 14:30 - 05.01.2021 14:45","60642","70389"
"05.01.2021 14:45 - 05.01.2021 15:00","60635","70182"
"05.01.2021 15:00 - 05.01.2021 15:15","60287","70273"
"05.01.2021 15:15 - 05.01.2021 15:30","60090","70026"
"05.01.2021 15:30 - 05.01.2021 15:45","60351","70068"
"05.01.2021 15:45 - 05.01.2021 16:00","60194","69730"
"05.01.2021 16:00 - 05.01.2021 16:15","60219","70155"
"05.01.2021 16:15 - 05.01.2021 16:30","60596","70405"
"05.01.2021 16:30 - 05.01.2021 16:45","61086","70908"
"05.01.2021 16:45 - 05.01.2021 17:00","61800","71561"
"05.01.2021 17:00 - 05.01.2021 17:15","62511","72034"
"05.01.2021 17:15 - 05.01.2021 17:30","62981","72291"
"05.01.2021 17:30 - 05.01.2021 17:45","63517","72770"
"05.01.2021 17:45 - 05.01.2021 18:00","63872","72823"
"05.01.2021 18:00 - 05.01.2021 18:15","63792","72536"
"05.01.2021 18:15 - 05.01.2021 18:30","63566","72216"
"05.01.2021 18:30 - 05.01.2021 18:45","63418","71916"
"05.01.2021 18:45 - 05.01.2021 19:00","62987","71241"
"05.01.2021 19:00 - 05.01.2021 19:15","62471","70589"
"05.01.2021 19:15 - 05.01.2021 19:30","61480","70156"
"05.01.2021 19:30 - 05.01.2021 19:45","61334","69707"
"05.01.2021 19:45 - 05.01.2021 20:00","60882","69255"
"05.01.2021 20:00 - 05.01.2021 20:15","59286","68026"
"05.01.2021 20:15 - 05.01.2021 20:30","58094","66936"
"05.01.2021 20:30 - 05.01.2021 20:45","57065","66152"
"05.01.2021 20:45 - 05.01.2021 21:00","56460","65284"
"05.01.2021 21:00 - 05.01.2021 21:15","55933","64726"
"05.01.2021 21:15 - 05.01.2021 21:30","55389","63845"
"05.01.2021 21:30 - 05.01.2021 21:45","54600","63032"
"05.01.2021 21:45 - 05.01.2021 22:00","54328","62362"
"05.01.2021 22:00 - 05.01.2021 22:15","54380","62509"
"05.01.2021 22:15 - 05.01.2021 22:30","53735","61731"
"05.01.2021 22:30 - 05.01.2021 22:45","52841","60762"
"05.01.2021 22:45 - 05.01.2021 23:00","51778","59689"
"05.01.2021 23:00 - 05.01.2021 23:15","50990","58506"
"05.01.2021 23:15 - 05.01.2021 23:30","49834","57560"
"05.01.2021 23:30 - 05.01.2021 23:45","49026","56864"
"05.01.2021 23:45 - 06.01.2021 00:00","48214","56450"
"06.01.2021 00:00 - 06.01.2021 00:15","47977","54897"
"06.01.2021 00:15 - 06.01.2021 00:30","47113","54064"
"06.01.2021 00:30 - 06.01.2021 00:45","46854","53544"
"06.01.2021 00:45 - 06.01.2021 01:00","46324","52891"
"06.01.2021 01:00 - 06.01.2021 01:15","45616","52265"
"06.01.2021 01:15 - 06.01.2021 01:30","44793","51532"
"06.01.2021 01:30 - 06.01.2021 01:45","44582","51235"
"06.01.2021 01:45 - 06.01.2021 02:00","44371","50864"
"06.01.2021 02:00 - 06.01.2021 02:15","43527","50646"
"06.01.2021 02:15 - 06.01.2021 02:30","43896","50618"
"06.01.2021 02:30 - 06.01.2021 02:45","43632","50356"
"06.01.2021 02:45 - 06.01.2021 03:00","43556","50287"
"06.01.2021 03:00 - 06.01.2021 03:15","43350","50458"
"06.01.2021 03:15 - 06.01.2021 03:30","43752","50469"
"06.01.2021 03:30 - 06.01.2021 03:45","43747","50511"
"06.01.2021 03:45 - 06.01.2021 04:00","43782","50610"
"06.01.2021 04:00 - 06.01.2021 04:15","44021","51075"
"06.01.2021 04:15 - 06.01.2021 04:30","44394","51070"
"06.01.2021 04:30 - 06.01.2021 04:45","44631","51406"
"06.01.2021 04:45 - 06.01.2021 05:00","45015","51584"
"06.01.2021 05:00 - 06.01.2021 05:15","45545","51845"
"06.01.2021 05:15 - 06.01.2021 05:30","45510","52071"
"06.01.2021 05:30 - 06.01.2021 05:45","45881","52623"
"06.01.2021 05:45 - 06.01.2021 06:00","46322","53237"
"06.01.2021 06:00 - 06.01.2021 06:15","47652","54809"
"06.01.2021 06:15 - 06.01.2021 06:30","48905","55937"
"06.01.2021 06:30 - 06.01.2021 06:45","49856","56757"
"06.01.2021 06:45 - 06.01.2021 07:00","50768","57737"
"06.01.2021 07:00 - 06.01.2021 07:15","52649","59017"
"06.01.2021 07:15 - 06.01.2021 07:30","53154","59788"
"06.01.2021 07:30 - 06.01.2021 07:45","53917","61026"
"06.01.2021 07:45 - 06.01.2021 08:00","54407","61811"
"06.01.2021 08:00 - 06.01.2021 08:15","55649","63216"
"06.01.2021 08:15 - 06.01.2021 08:30","55938","63642"
"06.01.2021 08:30 - 06.01.2021 08:45","55490","63950"
"06.01.2021 08:45 - 06.01.2021 09:00","55951","64263"
"06.01.2021 09:00 - 06.01.2021 09:15","56500","64546"
"06.01.2021 09:15 - 06.01.2021 09:30","57589","65031"
"06.01.2021 09:30 - 06.01.2021 09:45","58004","65500"
"06.01.2021 09:45 - 06.01.2021 10:00","58233","65827"
"06.01.2021 10:00 - 06.01.2021 10:15","58498","66053"
"06.01.2021 10:15 - 06.01.2021 10:30","58992","66423"
"06.01.2021 10:30 - 06.01.2021 10:45","59516","66659"
"06.01.2021 10:45 - 06.01.2021 11:00","59764","67085"
"06.01.2021 11:00 - 06.01.2021 11:15","60497","67608"
"06.01.2021 11:15 - 06.01.2021 11:30","60890","68405"
"06.01.2021 11:30 - 06.01.2021 11:45","61389","69025"
"06.01.2021 11:45 - 06.01.2021 12:00","61998","69161"
"06.01.2021 12:00 - 06.01.2021 12:15","61157","69398"
"06.01.2021 12:15 - 06.01.2021 12:30","61370","68075"
"06.01.2021 12:30 - 06.01.2021 12:45","60787","67866"
"06.01.2021 12:45 - 06.01.2021 13:00","60767","67643"
"06.01.2021 13:00 - 06.01.2021 13:15","59960","67273"
"06.01.2021 13:15 - 06.01.2021 13:30","60367","66855"
"06.01.2021 13:30 - 06.01.2021 13:45","59621","66499"
"06.01.2021 13:45 - 06.01.2021 14:00","58996","67122"
"06.01.2021 14:00 - 06.01.2021 14:15","58690","66870"
"06.01.2021 14:15 - 06.01.2021 14:30","58522","66820"
"06.01.2021 14:30 - 06.01.2021 14:45","58414","66465"
"06.01.2021 14:45 - 06.01.2021 15:00","58509","66069"
"06.01.2021 15:00 - 06.01.2021 15:15","58004","66016"
"06.01.2021 15:15 - 06.01.2021 15:30","57851","65717"
"06.01.2021 15:30 - 06.01.2021 15:45","57871","65537"
"06.01.2021 15:45 - 06.01.2021 16:00","57961","65174"
"06.01.2021 16:00 - 06.01.2021 16:15","58260","65436"
"06.01.2021 16:15 - 06.01.2021 16:30","58996","65629"
"06.01.2021 16:30 - 06.01.2021 16:45","59357","66262"
"06.01.2021 16:45 - 06.01.2021 17:00","60099","67217"
"06.01.2021 17:00 - 06.01.2021 17:15","61616","67815"
"06.01.2021 17:15 - 06.01.2021 17:30","61985","68379"
"06.01.2021 17:30 - 06.01.2021 17:45","62556","68677"
"06.01.2021 17:45 - 06.01.2021 18:00","63043","69313"
"06.01.2021 18:00 - 06.01.2021 18:15","63028","68911"
"06.01.2021 18:15 - 06.01.2021 18:30","62684","68658"
"06.01.2021 18:30 - 06.01.2021 18:45","62580","68575"
"06.01.2021 18:45 - 06.01.2021 19:00","62115","68431"
"06.01.2021 19:00 - 06.01.2021 19:15","61828","67657"
"06.01.2021 19:15 - 06.01.2021 19:30","61283","66941"
"06.01.2021 19:30 - 06.01.2021 19:45","61157","66532"
"06.01.2021 19:45 - 06.01.2021 20:00","60686","65724"
"06.01.2021 20:00 - 06.01.2021 20:15","59623","64656"
"06.01.2021 20:15 - 06.01.2021 20:30","58170","63963"
"06.01.2021 20:30 - 06.01.2021 20:45","57352","63070"
"06.01.2021 20:45 - 06.01.2021 21:00","56714","62379"
"06.01.2021 21:00 - 06.01.2021 21:15","55861","61694"
"06.01.2021 21:15 - 06.01.2021 21:30","55463","61130"
"06.01.2021 21:30 - 06.01.2021 21:45","54737","60651"
"06.01.2021 21:45 - 06.01.2021 22:00","54627","60218"
"06.01.2021 22:00 - 06.01.2021 22:15","54150","60467"
"06.01.2021 22:15 - 06.01.2021 22:30","53631","60037"
"06.01.2021 22:30 - 06.01.2021 22:45","53352","59118"
"06.01.2021 22:45 - 06.01.2021 23:00","52024","58309"
"06.01.2021 23:00 - 06.01.2021 23:15","51058","57242"
"06.01.2021 23:15 - 06.01.2021 23:30","50027","56536"
"06.01.2021 23:30 - 06.01.2021 23:45","49434","55809"
"06.01.2021 23:45 - 07.01.2021 00:00","49095","55183"
"07.01.2021 00:00 - 07.01.2021 00:15","48553","54269"
"07.01.2021 00:15 - 07.01.2021 00:30","47775","53619"
"07.01.2021 00:30 - 07.01.2021 00:45","47348","52866"
"07.01.2021 00:45 - 07.01.2021 01:00","47201","52446"
"07.01.2021 01:00 - 07.01.2021 01:15","46576","51882"
"07.01.2021 01:15 - 07.01.2021 01:30","45766","51594"
"07.01.2021 01:30 - 07.01.2021 01:45","45612","51257"
"07.01.2021 01:45 - 07.01.2021 02:00","45679","51200"
"07.01.2021 02:00 - 07.01.2021 02:15","45419","51369"
"07.01.2021 02:15 - 07.01.2021 02:30","45397","50951"
"07.01.2021 02:30 - 07.01.2021 02:45","45349","50971"
"07.01.2021 02:45 - 07.01.2021 03:00","45497","50954"
"07.01.2021 03:00 - 07.01.2021 03:15","45357","50985"
"07.01.2021 03:15 - 07.01.2021 03:30","45950","50919"
"07.01.2021 03:30 - 07.01.2021 03:45","45634","50938"
"07.01.2021 03:45 - 07.01.2021 04:00","45961","51093"
"07.01.2021 04:00 - 07.01.2021 04:15","46469","51590"
"07.01.2021 04:15 - 07.01.2021 04:30","47067","51671"
"07.01.2021 04:30 - 07.01.2021 04:45","47201","52091"
"07.01.2021 04:45 - 07.01.2021 05:00","47783","52566"
"07.01.2021 05:00 - 07.01.2021 05:15","48081","53882"
"07.01.2021 05:15 - 07.01.2021 05:30","48625","54346"
"07.01.2021 05:30 - 07.01.2021 05:45","49564","55149"
"07.01.2021 05:45 - 07.01.2021 06:00","50639","56271"
"07.01.2021 06:00 - 07.01.2021 06:15","52819","58271"
"07.01.2021 06:15 - 07.01.2021 06:30","54091","59848"
"07.01.2021 06:30 - 07.01.2021 06:45","55516","60851"
"07.01.2021 06:45 - 07.01.2021 07:00","56948","62105"
"07.01.2021 07:00 - 07.01.2021 07:15","58458","63805"
"07.01.2021 07:15 - 07.01.2021 07:30","59650","64684"
"07.01.2021 07:30 - 07.01.2021 07:45","60562","65505"
"07.01.2021 07:45 - 07.01.2021 08:00","61173","66899"
"07.01.2021 08:00 - 07.01.2021 08:15","62512","67952"
"07.01.2021 08:15 - 07.01.2021 08:30","62917","68230"
"07.01.2021 08:30 - 07.01.2021 08:45","62764","68710"
"07.01.2021 08:45 - 07.01.2021 09:00","63381","68813"
"07.01.2021 09:00 - 07.01.2021 09:15","63262","69066"
"07.01.2021 09:15 - 07.01.2021 09:30","63710","69403"
"07.01.2021 09:30 - 07.01.2021 09:45","63903","69778"
"07.01.2021 09:45 - 07.01.2021 10:00","64216","70107"
"07.01.2021 10:00 - 07.01.2021 10:15","64535","70344"
"07.01.2021 10:15 - 07.01.2021 10:30","64821","70562"
"07.01.2021 10:30 - 07.01.2021 10:45","64758","70878"
"07.01.2021 10:45 - 07.01.2021 11:00","64816","71166"
"07.01.2021 11:00 - 07.01.2021 11:15","65648","71777"
"07.01.2021 11:15 - 07.01.2021 11:30","65051","72309"
"07.01.2021 11:30 - 07.01.2021 11:45","65602","72564"
"07.01.2021 11:45 - 07.01.2021 12:00","66187","72859"
"07.01.2021 12:00 - 07.01.2021 12:15","65458","73017"
"07.01.2021 12:15 - 07.01.2021 12:30","65579","73064"
"07.01.2021 12:30 - 07.01.2021 12:45","65268","72964"
"07.01.2021 12:45 - 07.01.2021 13:00","65312","72638"
"07.01.2021 13:00 - 07.01.2021 13:15","64992","72298"
"07.01.2021 13:15 - 07.01.2021 13:30","65195","71852"
"07.01.2021 13:30 - 07.01.2021 13:45","63904","71604"
"07.01.2021 13:45 - 07.01.2021 14:00","63441","70946"
"07.01.2021 14:00 - 07.01.2021 14:15","63523","70694"
"07.01.2021 14:15 - 07.01.2021 14:30","63330","70503"
"07.01.2021 14:30 - 07.01.2021 14:45","62993","70246"
"07.01.2021 14:45 - 07.01.2021 15:00","63295","69822"
"07.01.2021 15:00 - 07.01.2021 15:15","63101","70203"
"07.01.2021 15:15 - 07.01.2021 15:30","62911","69843"
"07.01.2021 15:30 - 07.01.2021 15:45","63148","69618"
"07.01.2021 15:45 - 07.01.2021 16:00","62951","69278"
"07.01.2021 16:00 - 07.01.2021 16:15","62623","69463"
"07.01.2021 16:15 - 07.01.2021 16:30","63042","69614"
"07.01.2021 16:30 - 07.01.2021 16:45","63388","70177"
"07.01.2021 16:45 - 07.01.2021 17:00","63730","70905"
"07.01.2021 17:00 - 07.01.2021 17:15","65041","71982"
"07.01.2021 17:15 - 07.01.2021 17:30","65700","72487"
"07.01.2021 17:30 - 07.01.2021 17:45","66248","72530"
"07.01.2021 17:45 - 07.01.2021 18:00","66633","72539"
"07.01.2021 18:00 - 07.01.2021 18:15","66449","72435"
"07.01.2021 18:15 - 07.01.2021 18:30","66136","72211"
"07.01.2021 18:30 - 07.01.2021 18:45","65993","71828"
"07.01.2021 18:45 - 07.01.2021 19:00","65294","71456"
"07.01.2021 19:00 - 07.01.2021 19:15","64810","70698"
"07.01.2021 19:15 - 07.01.2021 19:30","63960","70238"
"07.01.2021 19:30 - 07.01.2021 19:45","63473","69605"
"07.01.2021 19:45 - 07.01.2021 20:00","63077","68931"
"07.01.2021 20:00 - 07.01.2021 20:15","61806","67764"
"07.01.2021 20:15 - 07.01.2021 20:30","60357","66894"
"07.01.2021 20:30 - 07.01.2021 20:45","59737","65999"
"07.01.2021 20:45 - 07.01.2021 21:00","58896","65288"
"07.01.2021 21:00 - 07.01.2021 21:15","58039","64599"
"07.01.2021 21:15 - 07.01.2021 21:30","57497","64164"
"07.01.2021 21:30 - 07.01.2021 21:45","56199","63394"
"07.01.2021 21:45 - 07.01.2021 22:00","55983","62735"
"07.01.2021 22:00 - 07.01.2021 22:15","56538","62770"
"07.01.2021 22:15 - 07.01.2021 22:30","55611","62246"
"07.01.2021 22:30 - 07.01.2021 22:45","55525","61273"
"07.01.2021 22:45 - 07.01.2021 23:00","54050","60420"
"07.01.2021 23:00 - 07.01.2021 23:15","53325","58852"
"07.01.2021 23:15 - 07.01.2021 23:30","51922","57975"
"07.01.2021 23:30 - 07.01.2021 23:45","51089","57332"
"07.01.2021 23:45 - 08.01.2021 00:00","50564","56634"
"08.01.2021 00:00 - 08.01.2021 00:15","49376","55602"
"08.01.2021 00:15 - 08.01.2021 00:30","48853","54768"
"08.01.2021 00:30 - 08.01.2021 00:45","48434","54407"
"08.01.2021 00:45 - 08.01.2021 01:00","48054","53856"
"08.01.2021 01:00 - 08.01.2021 01:15","47423","53245"
"08.01.2021 01:15 - 08.01.2021 01:30","46754","52679"
"08.01.2021 01:30 - 08.01.2021 01:45","46466","52777"
"08.01.2021 01:45 - 08.01.2021 02:00","46229","52310"
"08.01.2021 02:00 - 08.01.2021 02:15","46002","51469"
"08.01.2021 02:15 - 08.01.2021 02:30","46011","51277"
"08.01.2021 02:30 - 08.01.2021 02:45","45976","51530"
"08.01.2021 02:45 - 08.01.2021 03:00","46211","51376"
"08.01.2021 03:00 - 08.01.2021 03:15","46148","51092"
"08.01.2021 03:15 - 08.01.2021 03:30","46559","51324"
"08.01.2021 03:30 - 08.01.2021 03:45","46509","51514"
"08.01.2021 03:45 - 08.01.2021 04:00","46509","51745"
"08.01.2021 04:00 - 08.01.2021 04:15","46915","52143"
"08.01.2021 04:15 - 08.01.2021 04:30","47346","52314"
"08.01.2021 04:30 - 08.01.2021 04:45","47350","52653"
"08.01.2021 04:45 - 08.01.2021 05:00","48104","53132"
"08.01.2021 05:00 - 08.01.2021 05:15","48789","54014"
"08.01.2021 05:15 - 08.01.2021 05:30","49340","54242"
"08.01.2021 05:30 - 08.01.2021 05:45","50177","55111"
"08.01.2021 05:45 - 08.01.2021 06:00","51514","56313"
"08.01.2021 06:00 - 08.01.2021 06:15","53673","58261"
"08.01.2021 06:15 - 08.01.2021 06:30","55392","59570"
"08.01.2021 06:30 - 08.01.2021 06:45","56534","60959"
"08.01.2021 06:45 - 08.01.2021 07:00","57963","62233"
"08.01.2021 07:00 - 08.01.2021 07:15","59376","64007"
"08.01.2021 07:15 - 08.01.2021 07:30","59828","64928"
"08.01.2021 07:30 - 08.01.2021 07:45","60516","65738"
"08.01.2021 07:45 - 08.01.2021 08:00","61322","66748"
"08.01.2021 08:00 - 08.01.2021 08:15","62323","67697"
"08.01.2021 08:15 - 08.01.2021 08:30","62379","67870"
"08.01.2021 08:30 - 08.01.2021 08:45","62397","68374"
"08.01.2021 08:45 - 08.01.2021 09:00","62831","68568"
"08.01.2021 09:00 - 08.01.2021 09:15","62263","68934"
"08.01.2021 09:15 - 08.01.2021 09:30","62666","69370"
"08.01.2021 09:30 - 08.01.2021 09:45","63077","69724"
"08.01.2021 09:45 - 08.01.2021 10:00","62963","70039"
"08.01.2021 10:00 - 08.01.2021 10:15","62930","70363"
"08.01.2021 10:15 - 08.01.2021 10:30","63420","70588"
"08.01.2021 10:30 - 08.01.2021 10:45","63363","70982"
"08.01.2021 10:45 - 08.01.2021 11:00","63936","71198"
"08.01.2021 11:00 - 08.01.2021 11:15","64386","71085"
"08.01.2021 11:15 - 08.01.2021 11:30","64608","71540"
"08.01.2021 11:30 - 08.01.2021 11:45","64526","71875"
"08.01.2021 11:45 - 08.01.2021 12:00","64697","71957"
"08.01.2021 12:00 - 08.01.2021 12:15","64445","71691"
"08.01.2021 12:15 - 08.01.2021 12:30","64575","71655"
"08.01.2021 12:30 - 08.01.2021 12:45","64182","71421"
"08.01.2021 12:45 - 08.01.2021 13:00","63903","71059"
"08.01.2021 13:00 - 08.01.2021 13:15","63152","70514"
"08.01.2021 13:15 - 08.01.2021 13:30","62856","69856"
"08.01.2021 13:30 - 08.01.2021 13:45","61981","69456"
"08.01.2021 13:45 - 08.01.2021 14:00","61203","68890"
"08.01.2021 14:00 - 08.01.2021 14:15","60980","68524"
"08.01.2021 14:15 - 08.01.2021 14:30","60808","68375"
"08.01.2021 14:30 - 08.01.2021 14:45","60527","68021"
"08.01.2021 14:45 - 08.01.2021 15:00","60545","67721"
"08.01.2021 15:00 - 08.01.2021 15:15","60207","67819"
"08.01.2021 15:15 - 08.01.2021 15:30","59905","67671"
"08.01.2021 15:30 - 08.01.2021 15:45","60131","67611"
"08.01.2021 15:45 - 08.01.2021 16:00","60004","67527"
"08.01.2021 16:00 - 08.01.2021 16:15","60087","67850"
"08.01.2021 16:15 - 08.01.2021 16:30","60572","68024"
"08.01.2021 16:30 - 08.01.2021 16:45","61024","68525"
"08.01.2021 16:45 - 08.01.2021 17:00","61581","69405"
"08.01.2021 17:00 - 08.01.2021 17:15","63026","70114"
"08.01.2021 17:15 - 08.01.2021 17:30","63666","70797"
"08.01.2021 17:30 - 08.01.2021 17:45","64347","71083"
"08.01.2021 17:45 - 08.01.2021 18:00","64708","71200"
"08.01.2021 18:00 - 08.01.2021 18:15","64412","70753"
"08.01.2021 18:15 - 08.01.2021 18:30","64376","70390"
"08.01.2021 18:30 - 08.01.2021 18:45","64101","70316"
"08.01.2021 18:45 - 08.01.2021 19:00","63507","69933"
"08.01.2021 19:00 - 08.01.2021 19:15","62975","69409"
"08.01.2021 19:15 - 08.01.2021 19:30","62214","68560"
"08.01.2021 19:30 - 08.01.2021 19:45","61852","68004"
"08.01.2021 19:45 - 08.01.2021 20:00","61306","67076"
"08.01.2021 20:00 - 08.01.2021 20:15","59679","65764"
"08.01.2021 20:15 - 08.01.2021 20:30","58469","65013"
"08.01.2021 20:30 - 08.01.2021 20:45","57638","63928"
"08.01.2021 20:45 - 08.01.2021 21:00","56884","63074"
"08.01.2021 21:00 - 08.01.2021 21:15","56324","62295"
"08.01.2021 21:15 - 08.01.2021 21:30","55836","61672"
"08.01.2021 21:30 - 08.01.2021 21:45","55017","60985"
"08.01.2021 21:45 - 08.01.2021 22:00","54866","60324"
"08.01.2021 22:00 - 08.01.2021 22:15","54690","60091"
"08.01.2021 22:15 - 08.01.2021 22:30","54201","59430"
"08.01.2021 22:30 - 08.01.2021 22:45","53739","58853"
"08.01.2021 22:45 - 08.01.2021 23:00","52735","58229"
"08.01.2021 23:00 - 08.01.2021 23:15","51784","57020"
"08.01.2021 23:15 - 08.01.2021 23:30","50703","56368"
"08.01.2021 23:30 - 08.01.2021 23:45","49993","55520"
"08.01.2021 23:45 - 09.01.2021 00:00","49408","54956"
"09.01.2021 00:00 - 09.01.2021 00:15","48890","53599"
"09.01.2021 00:15 - 09.01.2021 00:30","48180","52911"
"09.01.2021 00:30 - 09.01.2021 00:45","47633","52347"
"09.01.2021 00:45 - 09.01.2021 01:00","47078","51804"
"09.01.2021 01:00 - 09.01.2021 01:15","46808","51369"
"09.01.2021 01:15 - 09.01.2021 01:30","45872","50950"
"09.01.2021 01:30 - 09.01.2021 01:45","45408","50774"
"09.01.2021 01:45 - 09.01.2021 02:00","45243","50389"
"09.01.2021 02:00 - 09.01.2021 02:15","44943","49800"
"09.01.2021 02:15 - 09.01.2021 02:30","44737","49524"
"09.01.2021 02:30 - 09.01.2021 02:45","44574","49662"
"09.01.2021 02:45 - 09.01.2021 03:00","44557","49599"
"09.01.2021 03:00 - 09.01.2021 03:15","44267","49515"
"09.01.2021 03:15 - 09.01.2021 03:30","44647","49241"
"09.01.2021 03:30 - 09.01.2021 03:45","44403","48964"
"09.01.2021 03:45 - 09.01.2021 04:00","44378","48984"
"09.01.2021 04:00 - 09.01.2021 04:15","44352","49248"
"09.01.2021 04:15 - 09.01.2021 04:30","44576","49110"
"09.01.2021 04:30 - 09.01.2021 04:45","44424","49149"
"09.01.2021 04:45 - 09.01.2021 05:00","44836","49294"
"09.01.2021 05:00 - 09.01.2021 05:15","44366","49558"
"09.01.2021 05:15 - 09.01.2021 05:30","44032","49121"
"09.01.2021 05:30 - 09.01.2021 05:45","43985","49038"
"09.01.2021 05:45 - 09.01.2021 06:00","43884","49099"
"09.01.2021 06:00 - 09.01.2021 06:15","43855","49263"
"09.01.2021 06:15 - 09.01.2021 06:30","44124","49422"
"09.01.2021 06:30 - 09.01.2021 06:45","44324","49651"
"09.01.2021 06:45 - 09.01.2021 07:00","45157","50047"
"09.01.2021 07:00 - 09.01.2021 07:15","45838","50842"
"09.01.2021 07:15 - 09.01.2021 07:30","46403","51511"
"09.01.2021 07:30 - 09.01.2021 07:45","47000","51994"
"09.01.2021 07:45 - 09.01.2021 08:00","47663","52802"
"09.01.2021 08:00 - 09.01.2021 08:15","48976","53769"
"09.01.2021 08:15 - 09.01.2021 08:30","49647","54337"
"09.01.2021 08:30 - 09.01.2021 08:45","49903","55378"
"09.01.2021 08:45 - 09.01.2021 09:00","50960","55952"
"09.01.2021 09:00 - 09.01.2021 09:15","51876","57009"
"09.01.2021 09:15 - 09.01.2021 09:30","52890","57727"
"09.01.2021 09:30 - 09.01.2021 09:45","53862","58143"
"09.01.2021 09:45 - 09.01.2021 10:00","54168","58776"
"09.01.2021 10:00 - 09.01.2021 10:15","54497","59244"
"09.01.2021 10:15 - 09.01.2021 10:30","55145","59620"
"09.01.2021 10:30 - 09.01.2021 10:45","55336","59899"
"09.01.2021 10:45 - 09.01.2021 11:00","55416","60364"
"09.01.2021 11:00 - 09.01.2021 11:15","56026","60829"
"09.01.2021 11:15 - 09.01.2021 11:30","56159","61084"
"09.01.2021 11:30 - 09.01.2021 11:45","56338","61599"
"09.01.2021 11:45 - 09.01.2021 12:00","56833","61883"
"09.01.2021 12:00 - 09.01.2021 12:15","56498","61837"
"09.01.2021 12:15 - 09.01.2021 12:30","56520","61676"
"09.01.2021 12:30 - 09.01.2021 12:45","56071","61458"
"09.01.2021 12:45 - 09.01.2021 13:00","55990","61157"
"09.01.2021 13:00 - 09.01.2021 13:15","55308","60859"
"09.01.2021 13:15 - 09.01.2021 13:30","55142","60227"
"09.01.2021 13:30 - 09.01.2021 13:45","54842","60048"
"09.01.2021 13:45 - 09.01.2021 14:00","54194","59692"
"09.01.2021 14:00 - 09.01.2021 14:15","53768","59427"
"09.01.2021 14:15 - 09.01.2021 14:30","53063","59132"
"09.01.2021 14:30 - 09.01.2021 14:45","53296","58956"
"09.01.2021 14:45 - 09.01.2021 15:00","53361","59019"
"09.01.2021 15:00 - 09.01.2021 15:15","52938","59021"
"09.01.2021 15:15 - 09.01.2021 15:30","52616","58586"
"09.01.2021 15:30 - 09.01.2021 15:45","52852","58528"
"09.01.2021 15:45 - 09.01.2021 16:00","52872","58766"
